CustomerID,Age,Income,Credit Score,Tenure,Segment
79,21,50000,361,19,Mass Market
80,71,450000,802,10,Retiree
81,46,333000,538,17,Affluent
82,35,176000,443,16,Mass Market
83,43,237000,526,5,Mass Market
84,61,385000,704,4,Retiree
85,51,305000,640,10,Affluent
86,27,140000,398,6,Mass Market
87,53,346000,638,11,Affluent
88,31,143000,424,11,Mass Market
89,48,285000,627,16,Mass Market
90,65,467000,723,14,Retiree
91,32,117000,461,19,Mass Market
92,25,105000,305,4,Mass Market
93,31,159000,411,5,Mass Market
94,40,203000,561,19,Mass Market
95,74,497000,850,17,Affluent
96,57,336000,669,18,Affluent
97,38,230000,524,8,Mass Market
98,33,130000,465,4,Mass Market
99,62,435000,749,18,Retiree
100,35,184000,461,11,Mass Market
101,64,406000,781,14,Affluent
102,70,438000,791,13,Affluent
103,41,266000,505,16,Mass Market
104,43,231000,602,12,Mass Market
105,42,208000,521,9,Mass Market
106,62,435000,671,7,Retiree
107,58,344000,725,10,Affluent
108,46,272000,616,17,Mass Market
109,32,187000,430,18,Mass Market
110,62,408000,669,7,Retiree
111,18,102000,300,3,Mass Market
112,42,218000,598,15,Mass Market
113,24,92000,365,16,Mass Market
114,26,110000,402,17,Mass Market
115,41,253000,551,13,Mass Market
116,18,89000,329,3,Mass Market
117,61,398000,778,20,Retiree
118,25,102000,401,20,Mass Market
119,41,190000,523,5,Mass Market
120,28,134000,365,9,Mass Market
121,68,432000,804,18,Retiree
122,34,197000,451,11,Mass Market
123,25,94000,390,11,Mass Market
124,52,316000,608,16,Affluent
125,52,279000,625,8,Mass Market
126,50,253000,615,2,Mass Market
127,22,138000,311,10,Mass Market
128,59,383000,704,6,Affluent
129,56,367000,697,4,Affluent
130,58,344000,750,5,Affluent
131,45,293000,543,11,Mass Market
132,24,119000,386,12,Mass Market
133,26,90000,319,16,Mass Market
134,25,74000,369,20,Mass Market
135,29,116000,410,14,Mass Market
136,51,314000,649,14,Affluent
137,50,312000,599,20,Affluent
138,65,429000,769,20,Retiree
139,72,500000,850,15,Retiree
140,40,205000,482,8,Mass Market
141,41,202000,467,5,Mass Market
142,54,339000,686,9,Affluent
143,52,272000,604,16,Mass Market
144,61,416000,736,3,Retiree
145,57,366000,742,12,Affluent
146,39,209000,531,7,Mass Market
147,44,247000,526,17,Mass Market
148,52,351000,590,15,Affluent
149,18,76000,300,15,Mass Market
150,52,316000,639,12,Affluent
151,54,357000,646,2,Affluent
152,64,446000,793,8,Retiree
153,31,165000,448,5,Mass Market
154,20,60000,300,3,Mass Market
155,18,61000,325,1,Mass Market
156,22,51000,384,16,Mass Market
157,43,253000,536,10,Mass Market
158,72,477000,845,10,Affluent
159,31,143000,401,11,Mass Market
160,56,304000,669,12,Affluent
161,44,228000,529,8,Mass Market
162,26,100000,416,5,Mass Market
163,32,189000,422,9,Mass Market
164,32,171000,451,11,Mass Market
165,43,279000,565,15,Mass Market
166,59,417000,796,17,Affluent
167,30,156000,410,11,Mass Market
168,68,456000,768,13,Affluent
169,49,270000,602,17,Mass Market
170,56,415000,648,7,Affluent
171,66,393000,757,9,Affluent
172,69,463000,823,18,Retiree
173,49,324000,584,18,Affluent
174,21,100000,346,10,Mass Market
175,47,248000,603,12,Mass Market
176,54,327000,661,18,Affluent
177,40,203000,536,9,Mass Market
178,56,296000,664,9,Mass Market
179,62,407000,672,10,Retiree
180,32,141000,439,1,Mass Market
181,60,433000,715,11,Retiree
182,46,293000,564,14,Mass Market
183,53,332000,663,10,Affluent
184,30,132000,441,14,Mass Market
185,49,303000,611,19,Affluent
186,24,91000,362,10,Mass Market
187,68,454000,828,17,Retiree
188,39,276000,474,2,Mass Market
189,45,235000,555,14,Mass Market
190,19,53000,340,18,Mass Market
191,59,401000,719,2,Affluent
192,62,392000,725,20,Retiree
193,74,500000,850,19,Retiree
194,70,488000,794,8,Retiree
195,23,69000,354,6,Mass Market
196,45,273000,586,20,Mass Market
197,45,246000,604,7,Mass Market
198,61,372000,742,13,Retiree
199,61,391000,763,2,Retiree
200,37,241000,443,7,Mass Market
201,47,305000,518,1,Affluent
202,28,130000,333,6,Mass Market
203,72,500000,850,16,Retiree
204,45,275000,583,8,Mass Market
205,42,208000,514,13,Mass Market
206,56,351000,662,18,Affluent
207,50,305000,624,14,Affluent
208,18,73000,300,18,Mass Market
209,74,483000,825,4,Retiree
210,44,232000,536,15,Mass Market
211,74,499000,828,5,Affluent
212,69,440000,802,14,Retiree
213,30,137000,468,16,Mass Market
214,58,369000,663,15,Affluent
215,20,55000,317,11,Mass Market
216,56,384000,687,2,Affluent
217,23,133000,365,18,Mass Market
218,25,132000,354,4,Mass Market
219,44,206000,574,15,Mass Market
220,26,95000,391,12,Mass Market
221,54,334000,640,3,Affluent
222,50,252000,574,4,Mass Market
223,68,426000,757,16,Retiree
224,59,374000,725,6,Affluent
225,61,382000,765,2,Retiree
226,41,235000,526,9,Mass Market
227,32,121000,480,12,Mass Market
228,71,462000,819,12,Retiree
229,49,304000,570,14,Affluent
230,49,299000,598,17,Mass Market
231,41,248000,571,9,Mass Market
232,58,383000,675,12,Affluent
233,69,448000,797,10,Affluent
234,66,439000,807,11,Retiree
235,66,412000,805,2,Affluent
236,69,452000,810,16,Retiree
237,29,107000,424,1,Mass Market
238,56,387000,705,1,Affluent
239,19,50000,319,2,Mass Market
240,20,98000,358,12,Mass Market
241,66,445000,792,20,Retiree
242,54,313000,649,18,Affluent
243,66,443000,784,12,Affluent
244,73,500000,829,1,Affluent
245,34,176000,428,11,Mass Market
246,66,438000,737,2,Retiree
247,19,50000,304,12,Mass Market
248,19,59000,319,2,Mass Market
249,45,274000,619,17,Mass Market
250,71,459000,833,6,Affluent
251,40,194000,522,16,Mass Market
252,54,378000,651,19,Affluent
253,49,317000,594,6,Affluent
254,50,291000,618,7,Mass Market
255,18,57000,300,19,Mass Market
256,36,150000,467,20,Mass Market
257,19,50000,334,17,Mass Market
258,70,500000,783,6,Retiree
259,61,402000,715,15,Retiree
260,43,249000,525,9,Mass Market
261,49,306000,608,2,Affluent
262,23,187000,375,5,Mass Market
263,49,325000,615,5,Affluent
264,72,453000,824,12,Retiree
265,21,50000,358,10,Mass Market
266,72,500000,850,4,Affluent
267,28,156000,399,12,Mass Market
268,73,500000,850,15,Retiree
269,34,154000,470,10,Mass Market
270,55,358000,675,18,Affluent
271,41,213000,490,5,Mass Market
272,22,102000,300,13,Mass Market
273,69,489000,803,4,Affluent
274,51,299000,654,9,Mass Market
275,23,124000,359,18,Mass Market
276,39,222000,535,3,Mass Market
277,28,145000,386,11,Mass Market
278,65,388000,764,4,Retiree
279,33,178000,448,9,Mass Market
280,50,287000,560,12,Mass Market
281,26,129000,432,10,Mass Market
282,23,134000,385,10,Mass Market
283,33,179000,475,9,Mass Market
284,46,248000,614,10,Mass Market
285,20,85000,306,9,Mass Market
286,37,215000,510,1,Mass Market
287,53,393000,630,16,Affluent
288,36,202000,481,14,Mass Market
289,43,233000,493,13,Mass Market
290,20,89000,315,6,Mass Market
291,36,191000,431,14,Mass Market
292,37,205000,449,8,Mass Market
293,49,271000,603,18,Mass Market
294,24,95000,338,20,Mass Market
295,69,461000,811,1,Retiree
296,58,368000,743,12,Affluent
297,50,289000,596,11,Mass Market
298,57,372000,675,13,Affluent
299,56,328000,693,4,Affluent
300,35,152000,447,6,Mass Market
301,57,385000,662,13,Affluent
302,18,69000,300,13,Mass Market
303,28,91000,425,6,Mass Market
304,45,212000,512,4,Mass Market
305,74,470000,825,3,Affluent
306,42,239000,582,15,Mass Market
307,67,478000,688,11,Retiree
308,40,222000,512,2,Mass Market
309,48,268000,641,17,Mass Market
310,47,287000,642,2,Mass Market
311,59,376000,727,1,Affluent
312,52,282000,669,5,Mass Market
313,24,57000,330,20,Mass Market
314,33,130000,421,17,Mass Market
315,43,325000,597,1,Affluent
316,65,453000,754,7,Retiree
317,74,482000,794,3,Retiree
318,69,493000,813,16,Affluent
319,66,419000,766,16,Retiree
320,19,90000,312,12,Mass Market
321,18,52000,300,9,Mass Market
322,65,408000,682,14,Retiree
323,29,159000,417,12,Mass Market
324,22,86000,330,16,Mass Market
325,54,351000,640,17,Affluent
326,49,306000,616,12,Affluent
327,72,490000,807,4,Retiree
328,26,138000,371,17,Mass Market
329,58,449000,679,1,Affluent
330,52,361000,660,17,Affluent
331,36,201000,420,11,Mass Market
332,65,418000,742,19,Affluent
333,33,165000,480,18,Mass Market
334,20,50000,300,20,Mass Market
335,37,223000,490,2,Mass Market
336,41,204000,576,9,Mass Market
337,71,465000,825,9,Retiree
338,73,500000,850,12,Affluent
339,50,300000,656,13,Mass Market
340,41,220000,506,16,Mass Market
341,69,424000,763,13,Affluent
342,28,167000,380,14,Mass Market
343,66,411000,783,7,Retiree
344,25,89000,379,2,Mass Market
345,53,277000,664,12,Mass Market
346,55,347000,636,17,Affluent
347,57,353000,660,5,Affluent
348,37,208000,503,20,Mass Market
349,52,288000,694,10,Mass Market
350,65,450000,729,18,Retiree
351,42,188000,534,3,Mass Market
352,52,320000,623,13,Affluent
353,42,246000,540,13,Mass Market
354,46,277000,539,10,Mass Market
355,35,191000,470,2,Mass Market
356,63,435000,779,16,Retiree
357,35,226000,418,4,Mass Market
358,19,53000,340,19,Mass Market
359,71,447000,785,5,Retiree
360,52,340000,642,7,Affluent
361,33,162000,462,9,Mass Market
362,58,409000,704,5,Affluent
363,53,313000,634,8,Affluent
364,50,281000,634,2,Mass Market
365,21,78000,300,20,Mass Market
366,50,255000,642,20,Mass Market
367,31,140000,414,7,Mass Market
368,38,201000,506,4,Mass Market
369,65,434000,751,15,Retiree
370,37,173000,533,18,Mass Market
371,73,466000,850,2,Affluent
372,25,141000,388,14,Mass Market
373,24,98000,383,10,Mass Market
374,20,92000,312,5,Mass Market
375,34,162000,466,12,Mass Market
376,50,306000,619,10,Affluent
377,65,434000,781,18,Retiree
378,29,191000,395,6,Mass Market
379,68,445000,770,12,Retiree
380,39,214000,542,1,Mass Market
381,72,500000,850,7,Retiree
382,39,207000,481,12,Mass Market
383,63,420000,799,7,Retiree
384,47,313000,568,9,Affluent
385,55,330000,667,20,Affluent
386,55,358000,698,15,Affluent
387,62,456000,767,12,Retiree
388,68,479000,770,13,Affluent
389,71,484000,836,4,Retiree
390,25,100000,359,10,Mass Market
391,44,241000,568,3,Mass Market
392,44,229000,552,5,Mass Market
393,51,360000,612,4,Affluent
394,38,250000,468,19,Mass Market
395,47,263000,620,15,Mass Market
396,50,317000,592,7,Affluent
397,45,270000,609,3,Mass Market
398,64,455000,743,16,Retiree
399,50,319000,629,15,Affluent
400,22,81000,385,18,Mass Market
401,65,411000,749,3,Affluent
402,36,205000,491,14,Mass Market
403,21,64000,344,1,Mass Market
404,52,330000,614,7,Affluent
405,66,433000,778,2,Retiree
406,34,167000,479,10,Mass Market
407,61,366000,773,16,Affluent
408,45,282000,553,12,Mass Market
409,47,284000,595,18,Mass Market
410,46,329000,571,6,Affluent
411,63,381000,748,17,Retiree
412,70,487000,793,8,Affluent
413,23,88000,344,9,Mass Market
414,52,386000,679,19,Affluent
415,58,388000,697,2,Affluent
416,54,349000,656,7,Affluent
417,41,232000,500,11,Mass Market
418,46,254000,608,13,Mass Market
419,66,445000,797,10,Retiree
420,63,370000,746,15,Retiree
421,70,428000,850,7,Retiree
422,48,321000,579,6,Affluent
423,52,270000,603,12,Mass Market
424,50,298000,611,3,Mass Market
425,69,428000,775,16,Retiree
426,38,199000,504,20,Mass Market
427,49,305000,607,9,Affluent
428,40,256000,551,10,Mass Market
429,50,344000,601,13,Affluent
430,20,50000,330,8,Mass Market
431,35,173000,473,6,Mass Market
432,42,364000,561,3,Affluent
433,59,372000,669,12,Affluent
434,48,265000,568,9,Mass Market
435,71,454000,803,9,Affluent
436,20,59000,300,11,Mass Market
437,57,352000,701,6,Affluent
438,63,405000,761,2,Retiree
439,41,234000,559,7,Mass Market
440,67,443000,777,9,Retiree
441,49,270000,591,19,Mass Market
442,64,431000,723,18,Retiree
443,39,222000,545,12,Mass Market
444,40,242000,509,11,Mass Market
445,19,50000,300,10,Mass Market
446,44,264000,578,3,Mass Market
447,59,320000,693,12,Affluent
448,19,53000,300,4,Mass Market
449,43,271000,520,10,Mass Market
450,34,210000,460,2,Mass Market
451,57,373000,651,12,Affluent
452,50,327000,612,11,Affluent
453,26,105000,353,14,Mass Market
454,60,372000,684,15,Retiree
455,71,500000,806,14,Retiree
456,65,452000,766,12,Retiree
457,56,320000,683,2,Affluent
458,46,223000,603,2,Mass Market
459,59,366000,679,1,Affluent
460,72,500000,850,20,Retiree
461,43,252000,627,15,Mass Market
462,52,256000,621,10,Mass Market
463,67,438000,728,20,Retiree
464,42,243000,483,1,Mass Market
465,41,162000,511,1,Mass Market
466,30,147000,397,1,Mass Market
467,24,68000,359,11,Mass Market
468,74,445000,850,12,Affluent
469,53,379000,605,15,Affluent
470,62,372000,727,14,Retiree
471,37,183000,471,1,Mass Market
472,18,50000,361,1,Mass Market
473,25,106000,327,6,Mass Market
474,63,465000,719,3,Retiree
475,33,135000,448,14,Mass Market
476,31,145000,405,6,Mass Market
477,29,142000,442,8,Mass Market
478,68,426000,760,20,Retiree
479,40,217000,489,15,Mass Market
480,32,180000,474,17,Mass Market
481,45,244000,529,9,Mass Market
482,51,305000,649,16,Affluent
483,19,50000,300,1,Mass Market
484,49,296000,586,16,Mass Market
485,40,234000,501,19,Mass Market
486,39,236000,473,9,Mass Market
487,68,500000,818,17,Affluent
488,42,163000,540,6,Mass Market
489,39,214000,533,14,Mass Market
490,39,178000,542,18,Mass Market
491,66,424000,788,14,Retiree
492,69,486000,757,7,Retiree
493,59,415000,674,10,Affluent
494,23,128000,375,16,Mass Market
495,32,200000,439,7,Mass Market
496,71,471000,840,20,Retiree
497,60,429000,710,6,Retiree
498,54,387000,641,6,Affluent
499,50,311000,634,7,Affluent
500,25,142000,317,17,Mass Market
501,70,469000,801,8,Retiree
502,61,438000,724,2,Affluent
503,61,391000,729,19,Retiree
504,22,64000,300,7,Mass Market
505,56,322000,636,12,Affluent
506,21,69000,318,20,Mass Market
507,23,93000,347,3,Mass Market
508,62,375000,779,4,Retiree
509,49,292000,578,11,Mass Market
510,69,444000,786,12,Affluent
511,47,251000,633,19,Mass Market
512,64,451000,784,19,Retiree
513,52,360000,601,11,Affluent
514,72,500000,850,13,Retiree
515,57,361000,708,1,Affluent
516,69,459000,807,6,Retiree
517,33,139000,412,16,Mass Market
518,30,159000,400,2,Mass Market
519,67,449000,762,14,Affluent
520,59,465000,719,18,Affluent
521,47,316000,572,17,Affluent
522,36,204000,469,20,Mass Market
523,34,177000,439,18,Mass Market
524,73,500000,793,19,Retiree
525,36,167000,555,15,Mass Market
526,45,301000,577,2,Affluent
527,72,451000,850,4,Retiree
528,43,234000,512,1,Mass Market
529,54,284000,699,8,Mass Market
530,43,269000,534,20,Mass Market
531,70,475000,827,14,Retiree
532,40,210000,546,11,Mass Market
533,26,86000,424,14,Mass Market
534,29,180000,407,16,Mass Market
535,70,464000,781,10,Retiree
536,18,50000,300,7,Mass Market
537,18,108000,318,16,Mass Market
538,64,400000,736,4,Retiree
539,51,349000,611,12,Affluent
540,49,265000,558,12,Mass Market
541,71,465000,791,2,Affluent
542,65,443000,775,6,Retiree
543,42,241000,562,20,Mass Market
544,57,371000,716,15,Affluent
545,62,387000,800,15,Affluent
546,70,420000,850,16,Retiree
547,18,94000,300,3,Mass Market
548,33,156000,419,1,Mass Market
549,56,364000,666,12,Affluent
550,22,103000,323,15,Mass Market
551,39,228000,511,19,Mass Market
552,46,254000,602,6,Mass Market
553,72,500000,845,19,Affluent
554,20,81000,367,17,Mass Market
555,29,144000,420,9,Mass Market
556,43,256000,507,13,Mass Market
557,33,221000,430,15,Mass Market
558,68,430000,803,16,Affluent
559,54,352000,660,13,Affluent
560,39,203000,545,2,Mass Market
561,74,442000,850,2,Retiree
562,46,216000,570,11,Mass Market
563,31,124000,380,16,Mass Market
564,45,247000,541,17,Mass Market
565,22,147000,349,3,Mass Market
566,64,441000,758,1,Retiree
567,66,459000,789,18,Affluent
568,47,264000,598,14,Mass Market
569,63,413000,739,9,Retiree
570,69,500000,771,9,Retiree
571,22,50000,339,12,Mass Market
572,29,152000,407,3,Mass Market
573,33,219000,488,2,Mass Market
574,43,280000,585,1,Mass Market
575,43,305000,531,9,Affluent
576,65,434000,743,13,Affluent
577,38,229000,456,16,Mass Market
578,56,359000,668,19,Affluent
579,53,347000,630,10,Affluent
580,50,280000,693,5,Mass Market
581,47,307000,551,14,Affluent
582,54,348000,655,15,Affluent
583,40,229000,497,3,Mass Market
584,27,175000,389,9,Mass Market
585,71,468000,811,1,Retiree
586,22,118000,364,1,Mass Market
587,53,370000,657,19,Affluent
588,51,341000,647,6,Affluent
589,69,431000,778,11,Retiree
590,48,302000,627,18,Affluent
591,27,181000,374,14,Mass Market
592,36,140000,435,16,Mass Market
593,49,293000,599,1,Mass Market
594,18,85000,303,10,Mass Market
595,73,489000,803,10,Affluent
596,22,106000,365,13,Mass Market
597,62,446000,708,1,Retiree
598,21,81000,304,3,Mass Market
599,33,186000,447,14,Mass Market
600,41,238000,552,16,Mass Market
601,33,179000,411,20,Mass Market
602,72,500000,850,6,Retiree
603,19,56000,300,1,Mass Market
604,66,425000,781,20,Retiree
605,45,298000,531,5,Mass Market
606,49,274000,581,8,Mass Market
607,44,240000,607,12,Mass Market
608,37,184000,457,1,Mass Market
609,41,227000,524,13,Mass Market
610,29,132000,376,9,Mass Market
611,67,465000,804,20,Retiree
612,52,313000,646,8,Affluent
613,50,329000,631,13,Affluent
614,50,333000,648,2,Affluent
615,68,432000,781,15,Affluent
616,60,413000,745,14,Affluent
617,54,367000,698,19,Affluent
618,29,86000,417,9,Mass Market
619,20,75000,300,19,Mass Market
620,18,50000,300,14,Mass Market
621,50,346000,628,8,Affluent
622,57,348000,650,5,Affluent
623,27,82000,348,7,Mass Market
624,60,387000,739,4,Retiree
625,61,369000,709,8,Affluent
626,46,300000,648,4,Mass Market
627,30,122000,398,1,Mass Market
628,29,138000,393,8,Mass Market
629,48,337000,605,7,Affluent
630,63,445000,748,11,Retiree
631,19,72000,307,16,Mass Market
632,68,448000,788,17,Retiree
633,67,455000,850,5,Retiree
634,52,344000,684,7,Affluent
635,40,197000,541,10,Mass Market
636,34,204000,420,13,Mass Market
637,43,218000,543,20,Mass Market
638,25,123000,389,15,Mass Market
639,46,242000,597,6,Mass Market
640,43,310000,584,2,Affluent
641,27,145000,369,4,Mass Market
642,43,204000,544,14,Mass Market
643,51,315000,601,15,Affluent
644,68,436000,831,14,Retiree
645,58,352000,714,4,Affluent
646,24,103000,344,6,Mass Market
647,21,50000,336,7,Mass Market
648,70,491000,812,13,Retiree
649,67,465000,755,17,Retiree
650,62,414000,760,17,Retiree
651,28,130000,401,4,Mass Market
652,46,295000,559,19,Mass Market
653,73,500000,813,20,Retiree
654,53,345000,669,13,Affluent
655,42,204000,544,9,Mass Market
656,38,187000,476,2,Mass Market
657,74,492000,835,20,Affluent
658,53,287000,644,18,Mass Market
659,27,129000,390,20,Mass Market
660,54,382000,659,17,Affluent
661,26,152000,325,7,Mass Market
662,41,257000,530,17,Mass Market
663,52,345000,597,10,Affluent
664,66,500000,814,14,Affluent
665,52,349000,665,12,Affluent
666,65,455000,796,12,Affluent
667,53,288000,570,17,Mass Market
668,35,227000,458,19,Mass Market
669,66,448000,769,14,Retiree
670,56,353000,690,17,Affluent
671,49,289000,631,15,Mass Market
672,41,218000,564,6,Mass Market
673,40,264000,447,19,Mass Market
674,49,298000,580,20,Mass Market
675,54,324000,655,6,Affluent
676,29,115000,433,6,Mass Market
677,66,441000,795,4,Retiree
678,72,473000,845,1,Retiree
679,30,129000,399,19,Mass Market
680,40,185000,501,11,Mass Market
681,42,272000,517,7,Mass Market
682,52,319000,604,2,Affluent
683,58,339000,663,4,Affluent
684,47,275000,552,6,Mass Market
685,34,195000,467,5,Mass Market
686,66,437000,775,9,Retiree
687,37,208000,459,11,Mass Market
688,65,429000,710,18,Retiree
689,42,205000,525,20,Mass Market
690,39,247000,551,17,Mass Market
691,30,95000,418,13,Mass Market
692,36,208000,501,17,Mass Market
693,66,454000,777,10,Retiree
694,53,325000,642,18,Affluent
695,29,149000,364,17,Mass Market
696,58,363000,681,12,Affluent
697,36,206000,461,15,Mass Market
698,29,168000,452,19,Mass Market
699,26,91000,384,15,Mass Market
700,24,118000,397,13,Mass Market
701,45,318000,599,7,Affluent
702,31,162000,402,11,Mass Market
703,48,276000,595,8,Mass Market
704,69,500000,850,20,Retiree
705,36,197000,494,16,Mass Market
706,64,427000,767,11,Affluent
707,33,178000,475,5,Mass Market
708,70,481000,825,7,Retiree
709,22,72000,356,16,Mass Market
710,52,329000,643,16,Affluent
711,29,167000,398,20,Mass Market
712,42,232000,504,17,Mass Market
713,69,447000,745,19,Retiree
714,38,202000,487,15,Mass Market
715,53,298000,657,15,Mass Market
716,70,447000,818,20,Retiree
717,40,205000,535,15,Mass Market
718,33,171000,444,3,Mass Market
719,74,500000,850,12,Retiree
720,56,399000,734,6,Affluent
721,62,405000,687,20,Retiree
722,70,482000,830,5,Retiree
723,59,387000,732,11,Affluent
724,56,293000,610,12,Mass Market
725,31,120000,433,7,Mass Market
726,48,314000,610,9,Affluent
727,22,108000,339,18,Mass Market
728,52,348000,646,14,Affluent
729,40,221000,518,4,Mass Market
730,46,215000,596,8,Mass Market
731,60,357000,759,16,Affluent
732,28,104000,421,4,Mass Market
733,35,205000,502,19,Mass Market
734,64,409000,720,6,Retiree
735,29,189000,469,19,Mass Market
736,26,158000,388,15,Mass Market
737,27,173000,377,12,Mass Market
738,61,368000,735,12,Retiree
739,34,193000,441,2,Mass Market
740,55,333000,668,9,Affluent
741,24,108000,368,3,Mass Market
742,63,387000,721,1,Retiree
743,30,183000,423,14,Mass Market
744,57,340000,662,13,Affluent
745,59,321000,681,5,Affluent
746,26,175000,348,7,Mass Market
747,67,457000,770,14,Retiree
748,44,227000,539,16,Mass Market
749,19,53000,324,18,Mass Market
750,22,65000,372,14,Mass Market
751,46,275000,595,1,Mass Market
752,54,363000,683,6,Affluent
753,55,367000,690,10,Affluent
754,36,202000,449,6,Mass Market
755,25,106000,359,2,Mass Market
756,65,460000,815,7,Retiree
757,62,346000,716,17,Retiree
758,18,50000,356,14,Mass Market
759,39,189000,494,7,Mass Market
760,69,490000,739,9,Retiree
761,34,156000,450,19,Mass Market
762,24,60000,384,11,Mass Market
763,42,259000,586,3,Mass Market
764,62,376000,688,4,Affluent
765,21,64000,354,5,Mass Market
766,53,403000,671,4,Affluent
767,23,114000,388,13,Mass Market
768,48,285000,515,9,Mass Market
769,36,191000,526,14,Mass Market
770,61,423000,736,16,Retiree
771,71,496000,834,6,Retiree
772,56,358000,704,10,Affluent
773,44,262000,495,13,Mass Market
774,27,78000,419,3,Mass Market
775,43,200000,617,11,Mass Market
776,36,189000,436,3,Mass Market
777,56,336000,671,7,Affluent
778,20,84000,321,10,Mass Market
779,62,409000,743,1,Retiree
780,30,123000,431,4,Mass Market
781,67,449000,761,8,Retiree
782,45,254000,566,20,Mass Market
783,37,265000,539,17,Mass Market
784,45,279000,577,5,Mass Market
785,25,59000,380,17,Mass Market
786,58,426000,671,9,Affluent
787,56,336000,713,8,Affluent
788,18,50000,300,7,Mass Market
789,20,130000,300,5,Mass Market
790,30,157000,430,4,Mass Market
791,45,288000,586,3,Mass Market
792,74,500000,841,8,Retiree
793,66,430000,704,5,Retiree
794,42,226000,502,5,Mass Market
795,73,480000,837,17,Affluent
796,50,355000,603,15,Affluent
797,55,353000,677,8,Affluent
798,70,500000,828,7,Retiree
799,23,88000,336,17,Mass Market
800,61,373000,680,12,Retiree
801,62,360000,776,4,Retiree
802,49,319000,621,20,Affluent
803,62,454000,752,18,Affluent
804,64,393000,763,4,Retiree
805,38,226000,529,10,Mass Market
806,33,129000,436,3,Mass Market
807,71,459000,845,5,Retiree
808,38,219000,516,12,Mass Market
809,28,79000,417,5,Mass Market
810,54,339000,618,5,Affluent
811,53,306000,648,4,Affluent
812,52,341000,646,6,Affluent
813,36,190000,530,10,Mass Market
814,37,231000,490,6,Mass Market
815,74,492000,850,1,Retiree
816,35,146000,422,16,Mass Market
817,64,375000,730,11,Retiree
818,58,314000,706,6,Affluent
819,66,455000,784,20,Retiree
820,31,231000,406,18,Mass Market
821,32,176000,466,6,Mass Market
822,48,341000,590,17,Affluent
823,18,84000,300,12,Mass Market
824,70,452000,808,17,Retiree
825,71,500000,850,18,Retiree
826,71,462000,850,10,Affluent
827,20,52000,376,20,Mass Market
828,33,164000,464,12,Mass Market
829,40,222000,574,4,Mass Market
830,74,500000,850,10,Retiree
831,28,110000,394,5,Mass Market
832,29,165000,395,4,Mass Market
833,27,149000,383,16,Mass Market
834,49,309000,601,5,Affluent
835,33,229000,427,19,Mass Market
836,25,145000,351,6,Mass Market
837,55,379000,682,7,Affluent
838,29,140000,393,10,Mass Market
839,41,245000,475,7,Mass Market
840,45,283000,513,14,Mass Market
841,70,468000,748,10,Retiree
842,25,95000,326,20,Mass Market
